Date,Store,Product,Category,Region,Season,Promo,Epidemic,Weather,Inventory,UnitsSold,UnitsOrdered,Price,Discount,CompPrice,Demand,InvGap,Stockout,Coverage
2022-03-08,S001,P0008,Electronics,North,Spring,1,0,Cloudy,159,113,0,40.93,10,47.46,99,60,0,1.606
2022-03-09,S001,P0008,Electronics,North,Spring,0,0,Rainy,46,46,141,46.84,10,42.64,125,-79,1,0.368
2022-03-10,S001,P0008,Electronics,North,Spring,0,0,Rainy,141,105,108,46.69,5,42.41,107,34,0,1.318
2022-03-11,S001,P0008,Electronics,North,Spring,1,0,Rainy,144,124,120,40.3,15,46.54,112,32,0,1.286
2022-03-12,S001,P0008,Electronics,North,Spring,0,0,Sunny,140,102,137,49.86,0,55.07,128,12,0,1.094
2022-03-13,S001,P0008,Electronics,North,Spring,1,0,Sunny,175,111,0,47.7,10,46.85,131,44,0,1.336
2022-03-14,S001,P0008,Electronics,North,Spring,0,0,Cloudy,64,64,109,53.82,0,47.65,137,-73,1,0.467
2022-03-15,S001,P0008,Electronics,North,Spring,1,0,Rainy,109,90,135,47.91,10,47.64,133,-24,1,0.82
2022-03-16,S001,P0008,Electronics,North,Spring,1,0,Rainy,154,76,0,40.31,15,43.86,112,42,0,1.375
2022-03-17,S001,P0008,Electronics,North,Spring,1,0,Cloudy,78,78,120,36.5,25,40.92,120,-42,1,0.65
2022-03-18,S001,P0008,Electronics,North,Spring,0,0,Rainy,120,78,91,45.94,5,41.97,102,18,0,1.176
2022-03-19,S001,P0008,Electronics,North,Spring,0,0,Rainy,133,119,80,47.96,0,47.42,99,34,0,1.343
2022-03-20,S001,P0008,Electronics,North,Spring,1,0,Sunny,94,94,144,40.77,25,45.67,158,-64,1,0.595
2022-03-21,S001,P0008,Electronics,North,Spring,0,0,Sunny,144,90,114,49.35,5,45.45,125,19,0,1.152
2022-03-22,S001,P0008,Electronics,North,Spring,0,0,Rainy,168,122,0,46.21,5,55.73,120,48,0,1.4
2022-03-23,S001,P0008,Electronics,North,Spring,0,0,Sunny,46,21,50,34.8,5,34.58,28,18,0,1.643
2022-03-24,S001,P0008,Electronics,North,Spring,0,0,Sunny,75,75,113,45.91,5,42.09,102,-27,1,0.735
2022-03-25,S001,P0008,Electronics,North,Spring,0,0,Cloudy,113,113,115,48.29,5,47.1,118,-5,1,0.958
2022-03-26,S001,P0008,Electronics,North,Spring,0,0,Cloudy,115,102,102,45.57,5,50.62,116,-1,1,0.991
2022-03-27,S001,P0008,Electronics,North,Spring,1,0,Sunny,115,115,115,44.66,10,43.17,110,5,0,1.045
2022-03-28,S001,P0008,Electronics,North,Spring,0,0,Rainy,115,85,73,39.71,10,43.63,90,25,0,1.278
2022-03-29,S001,P0008,Electronics,North,Spring,0,0,Sunny,103,103,144,53.65,5,47.3,153,-50,1,0.673
2022-03-30,S001,P0008,Electronics,North,Spring,0,0,Cloudy,144,57,0,37.88,5,42.02,61,83,0,2.361
2022-03-31,S001,P0008,Electronics,North,Spring,0,0,Rainy,87,87,90,47.05,5,45.75,109,-22,1,0.798
2022-04-01,S001,P0008,Electronics,North,Spring,0,0,Cloudy,90,73,98,43.29,10,42.72,100,-10,1,0.9
2022-04-02,S001,P0008,Electronics,North,Spring,0,0,Rainy,115,63,0,41.17,5,41.01,70,45,0,1.643
2022-04-03,S001,P0008,Electronics,North,Spring,0,0,Cloudy,52,52,113,51.83,0,51.44,124,-72,1,0.419
2022-04-04,S001,P0008,Electronics,North,Spring,1,0,Rainy,113,22,0,25.03,25,29.08,18,95,0,5.0
2022-04-05,S001,P0008,Electronics,North,Spring,0,0,Cloudy,91,57,79,39.58,5,44.48,73,18,0,1.247
2022-04-06,S001,P0008,Electronics,North,Spring,1,0,Cloudy,113,94,98,40.14,20,34.42,114,-1,1,0.991
2022-04-07,S001,P0008,Electronics,North,Spring,0,0,Sunny,117,61,0,41.84,0,48.35,75,42,0,1.56
2022-04-08,S001,P0008,Electronics,North,Spring,1,0,Sunny,56,56,107,38.6,20,41.85,117,-61,1,0.479
2022-04-09,S001,P0008,Electronics,North,Spring,0,0,Cloudy,107,70,0,35.43,10,40.96,58,49,0,1.845
2022-04-10,S001,P0008,Electronics,North,Spring,0,0,Rainy,37,37,71,37.83,10,42.75,76,-39,1,0.487
2022-04-11,S001,P0008,Electronics,North,Spring,1,0,Cloudy,71,71,174,41.22,25,45.97,162,-91,1,0.438
2022-04-12,S001,P0008,Electronics,North,Spring,0,0,Sunny,174,28,0,34.4,5,37.45,37,137,0,4.703
2022-04-13,S001,P0008,Electronics,North,Spring,0,0,Sunny,146,115,130,48.33,5,43.21,118,28,0,1.237
2022-04-14,S001,P0008,Electronics,North,Spring,0,0,Sunny,161,81,0,42.05,10,47.91,107,54,0,1.505
2022-04-15,S001,P0008,Electronics,North,Spring,0,0,Sunny,80,80,127,48.07,0,57.58,116,-36,1,0.69
2022-04-16,S001,P0008,Electronics,North,Spring,1,0,Rainy,127,121,123,38.73,25,35.83,123,4,0,1.033
2022-04-17,S001,P0008,Electronics,North,Spring,0,0,Cloudy,129,102,84,39.95,10,42.21,92,37,0,1.402
2022-04-18,S001,P0008,Electronics,North,Spring,0,0,Cloudy,111,60,0,40.89,0,43.95,68,43,0,1.632
2022-04-19,S001,P0008,Electronics,North,Spring,1,0,Sunny,51,51,101,38.93,20,37.16,104,-53,1,0.49
2022-04-20,S001,P0008,Electronics,North,Spring,1,0,Sunny,101,101,157,46.5,15,46.2,142,-41,1,0.711
2022-04-21,S001,P0008,Electronics,North,Spring,0,0,Rainy,157,74,0,38.51,10,44.47,81,76,0,1.938
2022-04-22,S001,P0008,Electronics,North,Spring,0,0,Rainy,83,83,195,55.98,5,49.11,169,-86,1,0.491
2022-04-23,S001,P0008,Electronics,North,Spring,0,1,Sunny,195,87,0,41.68,5,49.77,88,107,0,2.216
2022-04-24,S001,P0008,Electronics,North,Spring,1,1,Rainy,108,108,117,37.76,20,39.76,110,-2,1,0.982
2022-04-25,S001,P0008,Electronics,North,Spring,1,1,Sunny,117,44,0,29.48,25,31.15,58,59,0,2.017
2022-04-26,S001,P0008,Electronics,North,Spring,0,1,Rainy,73,48,79,40.92,0,45.94,68,5,0,1.074
2022-04-27,S001,P0008,Electronics,North,Spring,1,1,Rainy,104,73,77,32.47,20,36.4,66,38,0,1.576
2022-04-28,S001,P0008,Electronics,North,Spring,0,1,Cloudy,108,30,0,33.43,5,36.33,30,78,0,3.6
2022-04-29,S001,P0008,Electronics,North,Spring,0,1,Sunny,78,39,50,39.77,0,46.79,61,17,0,1.279
2022-04-30,S001,P0008,Electronics,North,Spring,0,1,Sunny,89,35,0,34.67,5,38.52,39,50,0,2.282
2022-05-01,S001,P0008,Electronics,North,Spring,0,1,Cloudy,54,54,54,36.9,5,44.1,55,-1,1,0.982
2022-05-02,S001,P0008,Electronics,North,Spring,0,1,Rainy,54,29,50,32.41,10,38.31,36,18,0,1.5
2022-05-03,S001,P0008,Electronics,North,Spring,0,1,Sunny,75,38,0,33.93,5,39.55,34,41,0,2.206
2022-05-04,S001,P0008,Electronics,North,Spring,0,1,Cloudy,37,37,50,39.95,0,36.92,49,-12,1,0.755
2022-05-05,S001,P0008,Electronics,North,Spring,0,1,Cloudy,50,24,50,33.62,5,28.92,20,30,0,2.5
2022-05-06,S001,P0008,Electronics,North,Spring,0,1,Rainy,76,28,50,35.58,10,32.57,46,30,0,1.652
2022-05-07,S001,P0008,Electronics,North,Spring,1,1,Rainy,98,66,0,33.14,15,37.29,56,42,0,1.75
2022-05-08,S001,P0008,Electronics,North,Spring,0,1,Rainy,32,27,50,33.52,10,32.72,31,1,0,1.032
2022-05-09,S001,P0008,Electronics,North,Spring,0,1,Cloudy,55,39,50,38.9,0,33.54,42,13,0,1.31
2022-05-10,S001,P0008,Electronics,North,Spring,1,1,Sunny,66,66,90,38.36,15,46.36,97,-31,1,0.68
2022-05-11,S001,P0008,Electronics,North,Spring,1,1,Cloudy,90,63,50,34.68,10,39.38,53,37,0,1.698
2022-05-12,S001,P0008,Electronics,North,Spring,0,1,Rainy,77,28,0,31.79,10,33.86,31,46,0,2.484
2022-05-13,S001,P0008,Electronics,North,Spring,1,1,Sunny,49,49,62,35.26,15,32.17,58,-9,1,0.845
2022-05-14,S001,P0008,Electronics,North,Spring,0,1,Rainy,62,62,70,39.24,5,43.43,71,-9,1,0.873
2022-05-15,S001,P0008,Electronics,North,Spring,0,1,Cloudy,70,55,58,38.6,0,41.87,53,17,0,1.321
2022-05-16,S001,P0008,Electronics,North,Spring,0,1,Rainy,73,22,0,35.68,0,35.0,22,51,0,3.318
2022-05-17,S001,P0008,Electronics,North,Spring,0,1,Sunny,51,51,87,43.54,0,48.98,86,-35,1,0.593
2022-05-18,S001,P0008,Electronics,North,Spring,0,1,Cloudy,87,46,62,38.93,0,43.81,55,32,0,1.582
2022-05-19,S001,P0008,Electronics,North,Spring,0,1,Cloudy,103,47,0,36.91,5,42.49,55,48,0,1.873
2022-05-20,S001,P0008,Electronics,North,Spring,1,1,Cloudy,56,48,50,32.46,20,29.84,53,3,0,1.057
2022-05-21,S001,P0008,Electronics,North,Spring,0,1,Rainy,58,6,0,28.8,10,31.19,9,49,0,5.0
2022-05-22,S001,P0008,Electronics,North,Spring,1,1,Cloudy,52,39,50,35.2,15,33.64,58,-6,1,0.897
2022-05-23,S001,P0008,Electronics,North,Spring,0,1,Rainy,63,50,53,39.75,0,41.97,61,2,0,1.033
2022-05-24,S001,P0008,Electronics,North,Spring,1,1,Rainy,66,66,50,31.04,25,28.17,58,8,0,1.138
2022-05-25,S001,P0008,Electronics,North,Spring,1,1,Sunny,50,50,77,31.65,25,38.16,77,-27,1,0.649
2022-05-26,S001,P0008,Electronics,North,Spring,0,0,Rainy,77,53,76,45.18,0,38.74,82,-5,1,0.939
2022-05-27,S001,P0008,Electronics,North,Spring,1,0,Cloudy,100,100,134,43.7,10,52.22,119,-19,1,0.84
2022-05-28,S001,P0008,Electronics,North,Spring,1,0,Cloudy,134,126,89,44.21,10,42.73,107,27,0,1.252
2022-05-29,S001,P0008,Electronics,North,Spring,0,0,Cloudy,97,97,174,55.21,0,64.54,164,-67,1,0.591
2022-05-30,S001,P0008,Electronics,North,Spring,0,0,Cloudy,174,122,0,51.42,0,43.87,121,53,0,1.438
2022-05-31,S001,P0008,Electronics,North,Spring,0,0,Cloudy,52,52,140,48.24,5,46.36,117,-65,1,0.444
2022-06-01,S001,P0008,Electronics,North,Summer,1,0,Rainy,140,70,0,31.82,25,37.56,79,61,0,1.772
2022-06-02,S001,P0008,Electronics,North,Summer,1,0,Sunny,70,70,83,34.3,20,40.45,82,-12,1,0.854
2022-06-03,S001,P0008,Electronics,North,Summer,0,0,Sunny,83,67,94,41.81,5,46.86,89,-6,1,0.933
2022-06-04,S001,P0008,Electronics,North,Summer,1,0,Cloudy,110,110,156,51.07,10,57.76,174,-64,1,0.632
2022-06-05,S001,P0008,Electronics,North,Summer,0,0,Rainy,156,76,0,43.79,0,46.25,88,68,0,1.773
2022-06-06,S001,P0008,Electronics,North,Summer,1,0,Rainy,80,56,87,33.97,20,36.92,79,1,0,1.013
2022-06-07,S001,P0008,Electronics,North,Summer,0,0,Rainy,111,48,0,35.7,10,43.01,60,51,0,1.85
2022-06-08,S001,P0008,Electronics,North,Summer,0,0,Sunny,63,52,84,44.17,0,39.51,75,-12,1,0.84
2022-06-09,S001,P0008,Electronics,North,Summer,0,0,Cloudy,95,95,106,47.82,5,50.35,131,-36,1,0.725
2022-06-10,S001,P0008,Electronics,North,Summer,1,0,Cloudy,106,106,161,51.99,15,51.97,183,-77,1,0.579
2022-06-11,S001,P0008,Electronics,North,Summer,0,0,Sunny,161,63,0,38.28,10,36.27,65,96,0,2.477
2022-06-12,S001,P0008,Electronics,North,Summer,0,0,Cloudy,98,55,76,39.51,5,44.47,73,25,0,1.342
2022-06-13,S001,P0008,Electronics,North,Summer,1,0,Rainy,119,64,113,36.87,20,44.46,103,16,0,1.155
2022-06-14,S001,P0008,Electronics,North,Summer,0,0,Sunny,168,64,0,41.24,10,37.5,86,82,0,1.953
2022-06-15,S001,P0008,Electronics,North,Summer,0,0,Rainy,104,22,0,32.51,10,29.74,24,80,0,4.333
2022-06-16,S001,P0008,Electronics,North,Summer,0,0,Rainy,82,46,60,39.59,5,37.92,60,22,0,1.367
2022-06-17,S001,P0008,Electronics,North,Summer,0,0,Sunny,96,83,122,48.54,0,42.82,103,-7,1,0.932
2022-06-18,S001,P0008,Electronics,North,Summer,0,0,Rainy,135,54,0,41.61,5,40.38,73,62,0,1.849
2022-06-19,S001,P0008,Electronics,North,Summer,0,0,Rainy,81,81,81,41.72,10,38.33,89,-8,1,0.91
2022-06-20,S001,P0008,Electronics,North,Summer,1,0,Cloudy,81,81,128,40.77,25,44.34,158,-77,1,0.513
2022-06-21,S001,P0008,Electronics,North,Summer,0,0,Sunny,128,117,115,49.73,0,57.52,127,1,0,1.008
2022-06-22,S001,P0008,Electronics,North,Summer,1,0,Sunny,126,126,166,42.33,25,48.27,172,-46,1,0.733
2022-06-23,S001,P0008,Electronics,North,Summer,0,0,Rainy,166,117,0,41.35,10,43.75,102,64,0,1.627
2022-06-24,S001,P0008,Electronics,North,Summer,0,0,Rainy,49,49,122,44.51,5,48.12,108,-59,1,0.454
2022-06-25,S001,P0008,Electronics,North,Summer,0,0,Cloudy,122,121,95,44.25,10,41.66,107,15,0,1.14
2022-06-26,S001,P0008,Electronics,North,Summer,1,0,Sunny,96,96,197,50.33,15,45.33,171,-75,1,0.561
2022-06-27,S001,P0008,Electronics,North,Summer,0,0,Rainy,197,127,0,49.06,0,55.6,123,74,0,1.602
2022-06-28,S001,P0008,Electronics,North,Summer,1,0,Cloudy,70,70,159,50.11,15,46.85,169,-99,1,0.414
2022-06-29,S001,P0008,Electronics,North,Summer,0,1,Cloudy,159,40,0,33.53,10,38.03,44,115,0,3.614
2022-06-30,S001,P0008,Electronics,North,Summer,0,1,Rainy,119,12,0,31.75,10,28.1,19,100,0,5.0
2022-07-01,S001,P0008,Electronics,North,Summer,0,1,Cloudy,107,72,0,35.79,10,42.44,61,46,0,1.754
2022-07-02,S001,P0008,Electronics,North,Summer,1,1,Rainy,35,34,62,30.58,25,28.46,54,-19,1,0.648
2022-07-03,S001,P0008,Electronics,North,Summer,0,1,Sunny,63,30,50,38.74,0,36.5,41,22,0,1.537
2022-07-04,S001,P0008,Electronics,North,Summer,0,1,Sunny,83,70,73,40.92,0,48.23,68,15,0,1.221
2022-07-05,S001,P0008,Electronics,North,Summer,0,1,Rainy,86,24,0,37.83,0,34.25,35,51,0,2.457
2022-07-06,S001,P0008,Electronics,North,Summer,0,1,Rainy,62,44,50,39.06,0,38.58,43,19,0,1.442
2022-07-07,S001,P0008,Electronics,North,Summer,0,1,Cloudy,68,62,53,38.4,5,37.15,52,16,0,1.308
2022-07-08,S001,P0008,Electronics,North,Summer,0,1,Sunny,59,59,103,44.53,5,44.53,93,-34,1,0.634
2022-07-09,S001,P0008,Electronics,North,Summer,1,1,Rainy,103,80,77,35.34,15,40.7,73,30,0,1.411
2022-07-10,S001,P0008,Electronics,North,Summer,0,1,Cloudy,100,31,0,37.38,5,33.73,45,55,0,2.222
2022-07-11,S001,P0008,Electronics,North,Summer,1,1,Cloudy,69,69,56,31.6,25,29.21,62,7,0,1.113
2022-07-12,S001,P0008,Electronics,North,Summer,0,1,Sunny,56,56,78,38.93,10,37.32,70,-14,1,0.8
2022-07-13,S001,P0008,Electronics,North,Summer,0,1,Sunny,78,52,94,44.82,0,43.36,80,-2,1,0.975
2022-07-14,S001,P0008,Electronics,North,Summer,0,1,Cloudy,120,34,0,37.43,5,37.28,45,75,0,2.667
2022-07-15,S001,P0008,Electronics,North,Summer,0,1,Rainy,86,35,0,38.12,0,36.12,37,49,0,2.324
2022-07-16,S001,P0008,Electronics,North,Summer,0,1,Sunny,51,47,54,39.49,0,35.55,46,5,0,1.109
2022-07-17,S001,P0008,Electronics,North,Summer,0,1,Cloudy,58,35,50,33.9,10,39.39,47,11,0,1.234
2022-07-18,S001,P0008,Electronics,North,Summer,0,1,Rainy,73,45,50,38.41,0,33.66,39,34,0,1.872
2022-07-19,S001,P0008,Electronics,North,Summer,0,1,Cloudy,78,72,74,40.3,5,48.57,78,0,0,1.0
2022-07-20,S001,P0008,Electronics,North,Summer,1,1,Rainy,80,26,0,32.73,10,37.89,38,42,0,2.105
2022-07-21,S001,P0008,Electronics,North,Summer,1,1,Rainy,54,54,93,36.69,15,43.37,83,-29,1,0.651
2022-07-22,S001,P0008,Electronics,North,Summer,1,1,Sunny,93,65,81,35.39,15,38.66,73,20,0,1.274
2022-07-23,S001,P0008,Electronics,North,Summer,0,1,Sunny,109,50,69,39.5,10,39.4,74,35,0,1.473
2022-07-24,S001,P0008,Electronics,North,Summer,1,1,Rainy,128,37,0,36.52,10,32.43,53,75,0,2.415
2022-07-25,S001,P0008,Electronics,North,Summer,1,0,Rainy,91,91,127,46.38,10,45.73,122,-31,1,0.746
2022-07-26,S001,P0008,Electronics,North,Summer,1,0,Sunny,127,127,110,38.31,25,33.85,119,8,0,1.067
2022-07-27,S001,P0008,Electronics,North,Summer,1,0,Rainy,110,104,147,46.94,10,42.23,126,-16,1,0.873
2022-07-28,S001,P0008,Electronics,North,Summer,0,0,Sunny,153,72,0,38.13,5,45.18,63,90,0,2.429
2022-07-29,S001,P0008,Electronics,North,Summer,0,0,Rainy,81,81,95,42.5,10,47.12,111,-30,1,0.73
2022-07-30,S001,P0008,Electronics,North,Summer,0,0,Rainy,95,95,96,44.44,10,44.42,108,-13,1,0.88
2022-07-31,S001,P0008,Electronics,North,Summer,0,0,Sunny,96,96,121,44.75,10,40.78,111,-15,1,0.865
2022-08-01,S001,P0008,Electronics,North,Summer,0,0,Rainy,121,78,0,38.8,5,46.3,68,53,0,1.779
2022-08-02,S001,P0008,Electronics,North,Summer,0,0,Rainy,43,43,63,42.82,0,41.8,67,-24,1,0.642
2022-08-03,S001,P0008,Electronics,North,Summer,1,0,Sunny,63,63,148,52.55,10,61.84,185,-122,1,0.341
2022-08-04,S001,P0008,Electronics,North,Summer,0,0,Sunny,148,75,0,45.42,0,43.13,83,65,0,1.783
2022-08-05,S001,P0008,Electronics,North,Summer,0,0,Cloudy,73,72,87,39.43,5,47.3,72,1,0,1.014
2022-08-06,S001,P0008,Electronics,North,Summer,1,0,Sunny,88,70,73,38.98,15,33.39,86,2,0,1.023
2022-08-07,S001,P0008,Electronics,North,Summer,0,0,Cloudy,91,91,136,45.48,5,51.87,115,-24,1,0.791
2022-08-08,S001,P0008,Electronics,North,Summer,0,0,Rainy,136,58,0,45.1,0,40.2,81,55,0,1.679
2022-08-09,S001,P0008,Electronics,North,Summer,0,0,Sunny,78,78,126,49.32,0,45.84,108,-30,1,0.722
2022-08-10,S001,P0008,Electronics,North,Summer,0,0,Rainy,126,43,0,32.99,10,36.28,40,86,0,3.15
2022-08-11,S001,P0008,Electronics,North,Summer,0,0,Cloudy,83,83,161,51.48,0,55.33,139,-56,1,0.597
2022-08-12,S001,P0008,Electronics,North,Summer,1,0,Cloudy,161,106,125,45.29,15,43.62,133,28,0,1.211
2022-08-13,S001,P0008,Electronics,North,Summer,1,0,Cloudy,180,123,184,49.93,10,60.03,166,14,0,1.084
2022-08-14,S001,P0008,Electronics,North,Summer,1,0,Sunny,241,88,0,37.45,15,40.23,89,152,0,2.708
2022-08-15,S001,P0008,Electronics,North,Summer,0,0,Cloudy,153,107,117,49.23,5,43.98,124,29,0,1.234
2022-08-16,S001,P0008,Electronics,North,Summer,0,0,Cloudy,163,56,0,47.02,0,42.29,94,69,0,1.734
2022-08-17,S001,P0008,Electronics,North,Summer,0,0,Cloudy,107,87,97,44.74,5,41.27,94,13,0,1.138
2022-08-18,S001,P0008,Electronics,North,Summer,0,0,Sunny,117,46,0,39.24,0,47.49,57,60,0,2.053
2022-08-19,S001,P0008,Electronics,North,Summer,1,0,Rainy,71,71,158,39.85,25,43.97,150,-79,1,0.473
2022-08-20,S001,P0008,Electronics,North,Summer,0,0,Cloudy,158,60,0,41.37,10,40.09,87,71,0,1.816
2022-08-21,S001,P0008,Electronics,North,Summer,0,0,Sunny,98,88,90,44.71,10,39.3,110,-12,1,0.891
2022-08-22,S001,P0008,Electronics,North,Summer,1,0,Rainy,100,100,113,40.49,10,45.98,96,4,0,1.042
2022-08-23,S001,P0008,Electronics,North,Summer,0,0,Cloudy,113,113,99,50.0,0,47.41,112,1,0,1.009
2022-08-24,S001,P0008,Electronics,North,Summer,1,0,Rainy,99,82,117,42.05,20,38.88,129,-30,1,0.767
2022-08-25,S001,P0008,Electronics,North,Summer,1,0,Sunny,134,130,158,44.11,20,42.17,145,-11,1,0.924
2022-08-26,S001,P0008,Electronics,North,Summer,0,0,Rainy,162,100,0,44.29,0,48.42,91,71,0,1.78
2022-08-27,S001,P0008,Electronics,North,Summer,0,0,Sunny,62,62,155,55.7,5,48.5,167,-105,1,0.371
2022-08-28,S001,P0008,Electronics,North,Summer,1,0,Cloudy,155,119,0,39.38,15,42.2,105,50,0,1.476
2022-08-29,S001,P0008,Electronics,North,Summer,0,0,Cloudy,36,36,52,36.18,5,41.54,50,-14,1,0.72
2022-08-30,S001,P0008,Electronics,North,Summer,0,0,Cloudy,52,52,116,46.65,0,49.17,107,-55,1,0.486
2022-08-31,S001,P0008,Electronics,North,Summer,0,0,Rainy,116,77,96,46.69,0,49.97,107,9,0,1.084
2022-09-01,S001,P0008,Electronics,North,Autumn,0,0,Rainy,135,71,84,46.04,5,45.63,103,32,0,1.311
2022-09-02,S001,P0008,Electronics,North,Autumn,0,0,Sunny,148,122,147,50.96,0,55.9,135,13,0,1.096
2022-09-03,S001,P0008,Electronics,North,Autumn,0,0,Sunny,173,104,0,50.09,0,44.5,113,60,0,1.531
2022-09-04,S001,P0008,Electronics,North,Autumn,1,0,Cloudy,69,59,75,34.75,20,30.09,71,-2,1,0.972
2022-09-05,S001,P0008,Electronics,North,Autumn,0,0,Snowy,85,85,91,42.14,10,44.5,108,-23,1,0.787
2022-09-06,S001,P0008,Electronics,North,Autumn,0,0,Sunny,91,68,99,44.96,5,51.19,111,-20,1,0.82
2022-09-07,S001,P0008,Electronics,North,Autumn,1,0,Sunny,122,122,166,47.83,15,55.11,171,-49,1,0.713
2022-09-08,S001,P0008,Electronics,North,Autumn,0,0,Snowy,166,19,0,32.5,5,35.61,24,142,0,5.0
2022-09-09,S001,P0008,Electronics,North,Autumn,0,0,Cloudy,147,66,0,40.29,10,42.56,94,53,0,1.564
2022-09-10,S001,P0008,Electronics,North,Autumn,0,0,Sunny,81,81,162,54.78,5,51.29,161,-80,1,0.503
2022-09-11,S001,P0008,Electronics,North,Autumn,1,0,Cloudy,162,23,0,28.83,15,31.53,22,140,0,5.0
2022-09-12,S001,P0008,Electronics,North,Autumn,0,0,Snowy,139,72,128,51.07,0,44.96,119,20,0,1.168
2022-09-13,S001,P0008,Electronics,North,Autumn,0,0,Rainy,195,86,0,39.57,5,43.39,73,122,0,2.671
2022-09-14,S001,P0008,Electronics,North,Autumn,1,0,Rainy,109,109,112,39.85,15,44.92,108,1,0,1.009
2022-09-15,S001,P0008,Electronics,North,Autumn,1,0,Cloudy,112,54,94,36.97,20,36.31,88,24,0,1.273
2022-09-16,S001,P0008,Electronics,North,Autumn,1,0,Snowy,152,122,144,36.91,25,42.81,124,28,0,1.226
2022-09-17,S001,P0008,Electronics,North,Autumn,1,0,Cloudy,174,111,0,35.23,25,33.93,93,81,0,1.871
2022-09-18,S001,P0008,Electronics,North,Autumn,0,0,Rainy,63,63,76,39.85,10,42.3,91,-28,1,0.692
2022-09-19,S001,P0008,Electronics,North,Autumn,0,0,Sunny,76,76,103,46.45,5,56.1,122,-46,1,0.623
2022-09-20,S001,P0008,Electronics,North,Autumn,0,0,Rainy,103,41,0,34.55,10,37.42,52,51,0,1.981
2022-09-21,S001,P0008,Electronics,North,Autumn,1,0,Rainy,62,46,60,35.24,10,42.34,57,5,0,1.088
2022-09-22,S001,P0008,Electronics,North,Autumn,1,0,Rainy,76,76,140,39.67,25,35.78,131,-55,1,0.58
2022-09-23,S001,P0008,Electronics,North,Autumn,0,0,Sunny,140,116,0,43.09,5,48.04,98,42,0,1.429
2022-09-24,S001,P0008,Electronics,North,Autumn,1,0,Sunny,24,24,124,46.39,10,52.91,139,-115,1,0.173
2022-09-25,S001,P0008,Electronics,North,Autumn,0,0,Snowy,124,60,0,40.68,5,39.69,67,57,0,1.851
2022-09-26,S001,P0008,Electronics,North,Autumn,0,0,Sunny,64,64,71,40.44,0,43.71,65,-1,1,0.985
2022-09-27,S001,P0008,Electronics,North,Autumn,0,0,Cloudy,71,71,115,48.8,0,54.23,121,-50,1,0.587
2022-09-28,S001,P0008,Electronics,North,Autumn,0,0,Rainy,115,92,156,50.16,5,44.85,130,-15,1,0.885
2022-09-29,S001,P0008,Electronics,North,Autumn,0,0,Rainy,179,43,0,37.11,10,43.99,71,108,0,2.521
2022-09-30,S001,P0008,Electronics,North,Autumn,0,0,Rainy,136,68,0,39.0,10,46.15,85,51,0,1.6
2022-10-01,S001,P0008,Electronics,North,Autumn,1,0,Rainy,68,68,148,44.78,15,42.16,129,-61,1,0.527
2022-10-02,S001,P0008,Electronics,North,Autumn,1,0,Sunny,148,99,145,45.31,10,50.55,131,17,0,1.13
2022-10-03,S001,P0008,Electronics,North,Autumn,0,0,Snowy,194,134,0,50.42,5,59.33,150,44,0,1.293
2022-10-04,S001,P0008,Electronics,North,Autumn,0,0,Rainy,60,59,99,43.93,5,41.79,89,-29,1,0.674
2022-10-05,S001,P0008,Electronics,North,Autumn,0,0,Rainy,100,100,88,45.65,0,53.18,100,0,0,1.0
2022-10-06,S001,P0008,Electronics,North,Autumn,0,0,Snowy,88,88,128,43.0,10,45.28,114,-26,1,0.772
2022-10-07,S001,P0008,Electronics,North,Autumn,1,0,Sunny,128,128,172,49.07,15,43.74,161,-33,1,0.795
2022-10-08,S001,P0008,Electronics,North,Autumn,1,0,Sunny,172,121,0,38.69,25,33.54,122,50,0,1.41
2022-10-09,S001,P0008,Electronics,North,Autumn,0,0,Cloudy,51,49,50,41.6,0,38.98,59,-8,1,0.864
2022-10-10,S001,P0008,Electronics,North,Autumn,1,0,Rainy,52,52,121,41.21,25,39.61,144,-92,1,0.361
2022-10-11,S001,P0008,Electronics,North,Autumn,1,0,Rainy,121,6,0,28.17,15,25.9,5,116,0,5.0
2022-10-12,S001,P0008,Electronics,North,Autumn,0,0,Rainy,115,58,90,47.25,0,44.89,95,20,0,1.211
2022-10-13,S001,P0008,Electronics,North,Autumn,0,0,Cloudy,147,65,0,43.84,10,40.87,104,43,0,1.413
2022-10-14,S001,P0008,Electronics,North,Autumn,1,0,Snowy,82,82,109,39.88,20,38.42,111,-29,1,0.739
2022-10-15,S001,P0008,Electronics,North,Autumn,0,0,Sunny,109,62,0,36.71,10,40.76,68,41,0,1.603
2022-10-16,S001,P0008,Electronics,North,Autumn,0,0,Snowy,47,47,50,35.66,10,42.65,60,-13,1,0.783
2022-10-17,S001,P0008,Electronics,North,Autumn,0,0,Cloudy,50,50,97,43.0,0,50.35,82,-32,1,0.61
2022-10-18,S001,P0008,Electronics,North,Autumn,0,0,Snowy,97,58,89,47.16,0,41.32,94,3,0,1.032
2022-10-19,S001,P0008,Electronics,North,Autumn,1,0,Rainy,128,94,0,31.88,25,37.77,79,49,0,1.62
2022-10-20,S001,P0008,Electronics,North,Autumn,0,0,Rainy,34,34,83,42.67,10,36.7,96,-62,1,0.354
2022-10-21,S001,P0008,Electronics,North,Autumn,0,0,Rainy,83,73,84,39.89,10,44.96,91,-8,1,0.912
